ip,query,malware_name,tag,tag1,tag2,tag3,tag4,tag5,port,country,org,isp,first_seen,last_seen,projectlabel,labelcolour,pattern type,pattern,main observable type,hostname,hostname1,hostname2,hostname3
152.42.136.113,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,31337,Netherlands,"DigitalOcean, LLC","DigitalOcean, LLC",2025-02-04,2025-02-05,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '152.42.136.113'],IPv4-Addr,,,,
213.148.1.16,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,31337,Kazakhstan,HAICOM LIMITED,HAICOM LIMITED,2025-02-04,2025-02-05,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '213.148.1.16'],IPv4-Addr,,,,
141.94.104.181,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,31337,France,OVH SAS,OVH SAS,2025-02-04,2025-02-05,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '141.94.104.181'],IPv4-Addr,,,,
194.58.68.112,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,31337,Netherlands,Baxet Group Inc.,Baxet Group Inc.,2025-02-04,2025-02-05,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '194.58.68.112'],IPv4-Addr,,,,
203.96.177.194,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,31337,Australia,SHOCK-AU,Shock Hosting LLC,2025-02-04,2025-02-05,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '203.96.177.194'],IPv4-Addr,,,,
185.104.181.15,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,31337,Romania,Acvile Tech SRL,DATA NODE SRL,2025-02-04,2025-02-05,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '185.104.181.15'],IPv4-Addr,,,,
20.211.145.94,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,31337,Australia,Microsoft Corporation,Microsoft Corporation,2025-02-04,2025-02-05,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '20.211.145.94'],IPv4-Addr,,,,
178.215.224.69,product:'Sliver C2',Sliver C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,31337,Netherlands,Nybula LLC,Nybula LLC,2025-02-04,2025-02-05,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '178.215.224.69'],IPv4-Addr,,,,
15.165.119.209,product:'Panda C2',PANDA C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,"Korea, Republic of",AWS Asia Pacific (Seoul) Region,"Amazon.com, Inc.",2025-02-04,2025-02-05,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '15.165.119.209'],IPv4-Addr,ec2-15-165-119-209.ap-northeast-2.compute.amazonaws.com,ec2-15-165-119-209.ap-northeast-2.compute.amazonaws.com,,
116.62.142.146,product:'Panda C2',PANDA C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,China,"Aliyun Computing Co., LTD","Hangzhou Alibaba Advertising Co.,Ltd.",2025-02-04,2025-02-05,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '116.62.142.146'],IPv4-Addr,"www.omitac.com,omitac.com",www.omitac.com,omitac.com,
207.38.90.233,product:'Panda C2',PANDA C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,United States,velia.net Internetdienste GmbH,velia.net,2025-02-04,2025-02-05,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '207.38.90.233'],IPv4-Addr,"ru.ugamezone.com,ko.ugamezone.com,vi.ugamezone.com,my.ugamezone.com,id.ugamezone.com,it.ugamezone.com,pl.ugamezone.com,zh.ugamezone.com,ugamezone.com,pt.ugamezone.com,nl.ugamezone.com,ar.ugamezone.com,ja.ugamezone.com,th.ugamezone.com,zh-hant.ugamezone.com,www.ugamezone.com,zh-hans.ugamezone.com,de.ugamezone.com,fr.ugamezone.com,es.ugamezone.com,tr.ugamezone.com",ru.ugamezone.com,ko.ugamezone.com,vi.ugamezone.com
43.128.27.39,product:'Panda C2',PANDA C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,Hong Kong,"Asia Pacific Network Information Center, Pty. Ltd.","Tencent Building, Kejizhongyi Avenue",2025-02-04,2025-02-05,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '43.128.27.39'],IPv4-Addr,"j3smart.com,www.j3smart.com",j3smart.com,www.j3smart.com,
43.153.96.228,product:'Panda C2',PANDA C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,United States,"Asia Pacific Network Information Center, Pty. Ltd.","Tencent Building, Kejizhongyi Avenue",2025-02-04,2025-02-05,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '43.153.96.228'],IPv4-Addr,"spajoda.com,uc.spajoda.com,m.spajoda.com,members.spajoda.com,img.spajoda.com,suppliers.spajoda.com,www.spajoda.com,leads.spajoda.com",spajoda.com,uc.spajoda.com,m.spajoda.com
128.199.179.234,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,4443,Singapore,"DigitalOcean, LLC","DigitalOcean, LLC",2025-02-04,2025-02-05,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '128.199.179.234'],IPv4-Addr,prx.oocko.com,prx.oocko.com,,
51.75.24.14,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3333,France,OVH SAS,OVH SAS,2025-02-04,2025-02-05,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '51.75.24.14'],IPv4-Addr,vps-00e04616.vps.ovh.net,vps-00e04616.vps.ovh.net,,
80.15.65.237,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,France,LNAUB658 Aubervilliers,Orange S.A.,2025-02-04,2025-02-05,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '80.15.65.237'],IPv4-Addr,"80-15-65-237.ftth.fr.orangecustomers.net,ddt57-polygone.pro.dns-orange.fr",80-15-65-237.ftth.fr.orangecustomers.net,ddt57-polygone.pro.dns-orange.fr,
4.233.192.241,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,France,Microsoft Corporation,Microsoft Corporation,2025-02-04,2025-02-05,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '4.233.192.241'],IPv4-Addr,,,,
51.159.6.180,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3333,France,Scaleway,SCALEWAY S.A.S.,2025-02-04,2025-02-05,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '51.159.6.180'],IPv4-Addr,51-159-6-180.rev.poneytelecom.eu,51-159-6-180.rev.poneytelecom.eu,,
83.136.107.77,product:'XtremeRAT Trojan',XtremeRAT Trojan_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,10001,Italy,MyCore Milan Dedicated Services,Seflow s.r.l.,2025-02-04,2025-02-05,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '83.136.107.77'],IPv4-Addr,,,,
52.20.46.180,product:'Hak5 Cloud C2',Hak5 Cloud C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,8080,United States,Amazon Technologies Inc.,"Amazon.com, Inc.",2025-02-04,2025-02-05,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '52.20.46.180'],IPv4-Addr,ec2-52-20-46-180.compute-1.amazonaws.com,ec2-52-20-46-180.compute-1.amazonaws.com,,
