ip,query,malware_name,tag,tag1,tag2,tag3,tag4,tag5,port,country,org,isp,first_seen,last_seen,projectlabel,labelcolour,pattern type,pattern,main observable type,hostname,hostname1,hostname2,hostname3
173.212.230.188,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,Germany,Contabo GmbH,Contabo GmbH,2025-01-24,2025-01-25,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '173.212.230.188'],IPv4-Addr,vmi837119.contaboserver.net,vmi837119.contaboserver.net,,
174.79.173.253,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,United States,Cox Communications,Cox Communications Inc.,2025-01-24,2025-01-25,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '174.79.173.253'],IPv4-Addr,wsip-174-79-173-253.ri.ri.cox.net,wsip-174-79-173-253.ri.ri.cox.net,,
172.96.166.107,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,United States,Dedicated.com,Dedicated.com,2025-01-24,2025-01-25,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '172.96.166.107'],IPv4-Addr,,,,
188.212.124.111,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,Netherlands,MVPS LTD,MVPS LTD,2025-01-24,2025-01-25,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '188.212.124.111'],IPv4-Addr,ip-188-212-124-111-79100.vps.hosted-by-mvps.net,ip-188-212-124-111-79100.vps.hosted-by-mvps.net,,
174.138.56.147,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,United States,"DigitalOcean, LLC","DigitalOcean, LLC",2025-01-24,2025-01-25,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '174.138.56.147'],IPv4-Addr,,,,
137.184.91.219,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,United States,"DigitalOcean, LLC","DigitalOcean, LLC",2025-01-24,2025-01-25,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '137.184.91.219'],IPv4-Addr,,,,
154.38.164.239,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,United States,Contabo Inc,"Nubes, LLC",2025-01-24,2025-01-25,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '154.38.164.239'],IPv4-Addr,vmi2228478.contaboserver.net,vmi2228478.contaboserver.net,,
185.239.209.227,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,Germany,Contabo GmbH,Contabo GmbH,2025-01-24,2025-01-25,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '185.239.209.227'],IPv4-Addr,vmi1048918.contaboserver.net,vmi1048918.contaboserver.net,,
85.239.54.208,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,United States,BlueVPS OU,BlueVPS OU,2025-01-24,2025-01-25,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '85.239.54.208'],IPv4-Addr,,,,
54.36.154.232,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,France,Hashemi Majid,OVH SAS,2025-01-24,2025-01-25,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '54.36.154.232'],IPv4-Addr,ip232.ip-54-36-154.eu,ip232.ip-54-36-154.eu,,
193.124.185.120,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,Netherlands,PSB HOSTING LTD,PSB HOSTING LTD,2025-01-24,2025-01-25,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '193.124.185.120'],IPv4-Addr,,,,
45.77.144.101,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,United States,"Vultr Holdings, LLC","The Constant Company, LLC",2025-01-24,2025-01-25,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '45.77.144.101'],IPv4-Addr,45.77.144.101.vultrusercontent.com,45.77.144.101.vultrusercontent.com,,
45.63.86.203,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,United States,"Vultr Holdings, LLC","The Constant Company, LLC",2025-01-24,2025-01-25,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '45.63.86.203'],IPv4-Addr,45.63.86.203.vultrusercontent.com,45.63.86.203.vultrusercontent.com,,
109.123.242.116,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,Germany,Contabo GmbH,Contabo GmbH,2025-01-24,2025-01-25,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '109.123.242.116'],IPv4-Addr,vmi1280316.contaboserver.net,vmi1280316.contaboserver.net,,
112.213.116.20,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,Hong Kong,MEGA-II IDC,CTG Server Limited,2025-01-24,2025-01-25,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '112.213.116.20'],IPv4-Addr,,,,
159.223.29.112,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,Germany,"DigitalOcean, LLC","DigitalOcean, LLC",2025-01-24,2025-01-25,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '159.223.29.112'],IPv4-Addr,,,,
43.134.17.236,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,Singapore,"Asia Pacific Network Information Center, Pty. Ltd.","Tencent Building, Kejizhongyi Avenue",2025-01-24,2025-01-25,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '43.134.17.236'],IPv4-Addr,,,,
203.95.193.100,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,China,TISP LIMITED,DATAWING LIMITED,2025-01-24,2025-01-25,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '203.95.193.100'],IPv4-Addr,,,,
45.79.207.53,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,United States,Linode,Akamai Connected Cloud,2025-01-24,2025-01-25,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '45.79.207.53'],IPv4-Addr,li1306-53.members.linode.com,li1306-53.members.linode.com,,
120.237.147.54,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,China,China Mobile Communications Corporation,China Mobile communications corporation,2025-01-24,2025-01-25,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '120.237.147.54'],IPv4-Addr,,,,
218.152.216.55,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,"Korea, Republic of",Korea Telecom,Korea Telecom,2025-01-24,2025-01-25,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '218.152.216.55'],IPv4-Addr,,,,
165.227.136.106,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,Germany,"DigitalOcean, LLC","DigitalOcean, LLC",2025-01-24,2025-01-25,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '165.227.136.106'],IPv4-Addr,,,,
47.96.23.106,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,China,"Aliyun Computing Co., LTD","Hangzhou Alibaba Advertising Co.,Ltd.",2025-01-24,2025-01-25,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '47.96.23.106'],IPv4-Addr,,,,
194.59.31.48,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,France,Virtuo Networks France SAS,12651980 CANADA INC.,2025-01-24,2025-01-25,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '194.59.31.48'],IPv4-Addr,,,,
104.237.240.112,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,United States,DedFiberCo,DedFiberCo,2025-01-24,2025-01-25,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '104.237.240.112'],IPv4-Addr,104-237-240-112-host.colocrossing.com,104-237-240-112-host.colocrossing.com,,
88.119.170.212,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,Netherlands,"Informacines sistemos ir technologijos, UAB","Informacines sistemos ir technologijos, UAB",2025-01-24,2025-01-25,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '88.119.170.212'],IPv4-Addr,17224-30013.bacloud.info,17224-30013.bacloud.info,,
5.249.145.51,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,Italy,Aruba S.p.A. - Cloud Services Farm2,Aruba S.p.A.,2025-01-24,2025-01-25,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '5.249.145.51'],IPv4-Addr,host51-145-249-5.serverdedicati.aruba.it,host51-145-249-5.serverdedicati.aruba.it,,
52.171.34.68,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,United States,Microsoft Corporation,Microsoft Corporation,2025-01-24,2025-01-25,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '52.171.34.68'],IPv4-Addr,,,,
185.156.73.148,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,Netherlands,Telkom Internet LTD,Telkom Internet LTD,2025-01-24,2025-01-25,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '185.156.73.148'],IPv4-Addr,,,,
37.187.112.19,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,France,OVH SAS,OVH SAS,2025-01-24,2025-01-25,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '37.187.112.19'],IPv4-Addr,ns327853.ip-37-187-112.eu,ns327853.ip-37-187-112.eu,,
45.63.99.50,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,United Kingdom,"Vultr Holdings, LLC","The Constant Company, LLC",2025-01-24,2025-01-25,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '45.63.99.50'],IPv4-Addr,45.63.99.50.vultrusercontent.com,45.63.99.50.vultrusercontent.com,,
134.122.129.213,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,Hong Kong,CTG Server Ltd.,CTG Server Limited,2025-01-24,2025-01-25,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '134.122.129.213'],IPv4-Addr,,,,
15.235.162.115,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,Singapore,OVH Singapore PTE. LTD,OVH SAS,2025-01-24,2025-01-25,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '15.235.162.115'],IPv4-Addr,vps-329470da.vps.ovh.ca,vps-329470da.vps.ovh.ca,,
38.242.212.254,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,Germany,Contabo GmbH,Contabo GmbH,2025-01-24,2025-01-25,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '38.242.212.254'],IPv4-Addr,vmi1018546.contaboserver.net,vmi1018546.contaboserver.net,,
45.138.74.77,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,Germany,Aeza International LTD,AEZA INTERNATIONAL LTD,2025-01-24,2025-01-25,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '45.138.74.77'],IPv4-Addr,info.centos-linux.com,info.centos-linux.com,,
66.85.173.48,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,United States,SECURED SERVERS LLC,SECURED SERVERS LLC,2025-01-24,2025-01-25,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '66.85.173.48'],IPv4-Addr,satire.ccbct.es,satire.ccbct.es,,
35.194.97.139,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,Japan,Google LLC,Google LLC,2025-01-24,2025-01-25,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '35.194.97.139'],IPv4-Addr,139.97.194.35.bc.googleusercontent.com,139.97.194.35.bc.googleusercontent.com,,
63.210.148.42,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,United States,"The Constant Company, LLC","The Constant Company, LLC",2025-01-24,2025-01-25,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '63.210.148.42'],IPv4-Addr,63.210.148.42.vultrusercontent.com,63.210.148.42.vultrusercontent.com,,
172.245.86.59,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,United States,RackNerd LLC,HostPapa,2025-01-24,2025-01-25,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '172.245.86.59'],IPv4-Addr,172-245-86-59-host.colocrossing.com,172-245-86-59-host.colocrossing.com,,
185.174.100.204,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,3790,United States,Zemlyaniy Dmitro Leonidovich,QuadraNet Enterprises LLC,2025-01-24,2025-01-25,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '185.174.100.204'],IPv4-Addr,hoggart.covemarks.com,hoggart.covemarks.com,,
