ip,query,malware_name,tag,tag1,tag2,tag3,tag4,tag5,port,country,org,isp,first_seen,last_seen,projectlabel,labelcolour,pattern type,pattern,main observable type,hostname,hostname1,hostname2,hostname3
101.32.126.38,ssl.cert.serial:146473198,Cobalt Strike C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,Singapore,ACEVILLE PTE.LTD.,"Tencent Building, Kejizhongyi Avenue",2025-01-31,2025-02-06,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '101.32.126.38'],IPv4-Addr,,,,
92.51.2.17,ssl.cert.serial:146473198,Cobalt Strike C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,Russian Federation,Alviva Holding Limited,Flyservers S.A.,2025-01-30,2025-02-06,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '92.51.2.17'],IPv4-Addr,,,,
45.76.230.17,ssl.cert.serial:146473198,Cobalt Strike C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,United States,"Vultr Holdings, LLC","The Constant Company, LLC",2025-01-30,2025-02-06,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '45.76.230.17'],IPv4-Addr,45.76.230.17.vultrusercontent.com,45.76.230.17.vultrusercontent.com,,
148.66.22.197,ssl.cert.serial:146473198,Cobalt Strike C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,Hong Kong,SIMCENTRIC-HK NETBLOCK,Netsec Limited,2025-01-30,2025-02-06,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '148.66.22.197'],IPv4-Addr,,,,
107.172.217.43,ssl.cert.serial:146473198,Cobalt Strike C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,United States,RackNerd LLC,HostPapa,2025-01-29,2025-02-06,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '107.172.217.43'],IPv4-Addr,107-172-217-43-host.colocrossing.com,107-172-217-43-host.colocrossing.com,,
121.40.19.66,ssl.cert.serial:146473198,Cobalt Strike C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,7070,China,"Aliyun Computing Co., LTD","Hangzhou Alibaba Advertising Co.,Ltd.",2025-01-29,2025-02-06,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '121.40.19.66'],IPv4-Addr,,,,
3.8.88.229,ssl.cert.serial:146473198,Cobalt Strike C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,United Kingdom,Amazon Data Services UK,"Amazon.com, Inc.",2025-01-28,2025-02-06,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '3.8.88.229'],IPv4-Addr,ec2-3-8-88-229.eu-west-2.compute.amazonaws.com,ec2-3-8-88-229.eu-west-2.compute.amazonaws.com,,
185.3.45.6,ssl.cert.serial:146473198,Cobalt Strike C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,Luxembourg,Telindus SAGS,Proximus Luxembourg S.A.,2025-01-27,2025-02-06,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '185.3.45.6'],IPv4-Addr,sagsns1.telindustelecom.lu,sagsns1.telindustelecom.lu,,
106.75.62.120,ssl.cert.serial:146473198,Cobalt Strike C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,8443,China,Shanghai UCloud Information Technology Company Limited,"IDC, China Telecommunications Corporation",2025-01-27,2025-02-06,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '106.75.62.120'],IPv4-Addr,del4iwgi.cn,del4iwgi.cn,,
82.156.145.11,ssl.cert.serial:146473198,Cobalt Strike C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,China,"Tencent Cloud Computing (Beijing) Co., Ltd",Shenzhen Tencent Computer Systems Company Limited,2025-01-26,2025-02-06,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '82.156.145.11'],IPv4-Addr,,,,
5.180.30.214,ssl.cert.serial:146473198,Cobalt Strike C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,United Kingdom,STARK INDUSTRIES SOLUTIONS LTD.,STARK INDUSTRIES SOLUTIONS LTD,2025-01-26,2025-02-06,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '5.180.30.214'],IPv4-Addr,vm3621619.stark-industries.solutions,vm3621619.stark-industries.solutions,,
95.179.208.125,ssl.cert.serial:146473198,Cobalt Strike C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,France,"The Constant Company, LLC.","The Constant Company, LLC",2025-01-26,2025-02-06,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '95.179.208.125'],IPv4-Addr,95.179.208.125.vultrusercontent.com,95.179.208.125.vultrusercontent.com,,
103.234.72.28,ssl.cert.serial:146473198,Cobalt Strike C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,9001,Hong Kong,Asia Pacific Network Information Centre,Gigabitbank Global,2025-01-25,2025-02-06,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '103.234.72.28'],IPv4-Addr,,,,
23.170.40.94,ssl.cert.serial:146473198,Cobalt Strike C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,United States,"Cloud Source, Inc.","Cloud Source, Inc.",2025-01-24,2025-02-06,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '23.170.40.94'],IPv4-Addr,,,,
47.239.236.221,ssl.cert.serial:146473198,Cobalt Strike C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,4433,Hong Kong,Alibaba Cloud LLC,"Alibaba (US) Technology Co., Ltd.",2025-01-24,2025-02-06,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '47.239.236.221'],IPv4-Addr,,,,
45.192.96.16,ssl.cert.serial:146473198,Cobalt Strike C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,10443,Hong Kong,Vapeline Technology,I LAYER LIMITED,2025-01-23,2025-02-06,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '45.192.96.16'],IPv4-Addr,,,,
113.45.198.61,ssl.cert.serial:146473198,Cobalt Strike C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,China,Huawei Public Cloud Service (Huawei Software Technologies Ltd.Co),Huawei Cloud Service data center,2025-01-24,2025-02-06,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '113.45.198.61'],IPv4-Addr,ecs-113-45-198-61.compute.hwclouds-dns.com,ecs-113-45-198-61.compute.hwclouds-dns.com,,
38.134.148.115,ssl.cert.serial:146473198,Cobalt Strike C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,United States,UltaHost,Cogent Communications,2025-01-24,2025-02-06,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '38.134.148.115'],IPv4-Addr,,,,
154.44.25.145,ssl.cert.serial:146473198,Cobalt Strike C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,Hong Kong,NetLab,NetLab Global,2025-01-23,2025-02-06,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '154.44.25.145'],IPv4-Addr,,,,
120.78.7.92,ssl.cert.serial:146473198,Cobalt Strike C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,8443,China,"Aliyun Computing Co., LTD","Hangzhou Alibaba Advertising Co.,Ltd.",2025-02-04,2025-02-06,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '120.78.7.92'],IPv4-Addr,,,,
148.66.22.195,ssl.cert.serial:146473198,Cobalt Strike C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,Hong Kong,SIMCENTRIC-HK NETBLOCK,Netsec Limited,2025-01-23,2025-02-06,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '148.66.22.195'],IPv4-Addr,,,,
45.62.123.85,ssl.cert.serial:146473198,Cobalt Strike C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,2083,Netherlands,IT7 Networks Inc,IT7 Networks Inc,2025-01-22,2025-02-06,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '45.62.123.85'],IPv4-Addr,45.62.123.85.16clouds.com,45.62.123.85.16clouds.com,,
182.92.118.224,ssl.cert.serial:146473198,Cobalt Strike C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,7443,China,"Aliyun Computing Co., LTD","Hangzhou Alibaba Advertising Co.,Ltd.",2025-01-22,2025-02-06,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '182.92.118.224'],IPv4-Addr,,,,
111.231.22.61,ssl.cert.serial:146473198,Cobalt Strike C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,China,"Tencent cloud computing (Beijing) Co., Ltd.",Shenzhen Tencent Computer Systems Company Limited,2025-01-22,2025-02-06,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '111.231.22.61'],IPv4-Addr,,,,
193.57.57.121,ssl.cert.serial:146473198,Cobalt Strike C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,9443,Malaysia,Evoxt Enterprise,Evoxt Enterprise,2025-01-21,2025-02-06,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '193.57.57.121'],IPv4-Addr,,,,
136.244.104.72,ssl.cert.serial:146473198,Cobalt Strike C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,Netherlands,"Vultr Holdings, LLC","The Constant Company, LLC",2025-01-19,2025-02-06,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '136.244.104.72'],IPv4-Addr,136.244.104.72.vultrusercontent.com,136.244.104.72.vultrusercontent.com,,
103.136.150.182,ssl.cert.serial:146473198,Cobalt Strike C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,Hong Kong,Xdeer Limited,Baxet Group Inc.,2025-01-18,2025-02-06,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '103.136.150.182'],IPv4-Addr,,,,
118.178.89.212,ssl.cert.serial:146473198,Cobalt Strike C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,4434,China,"Aliyun Computing Co., LTD","Hangzhou Alibaba Advertising Co.,Ltd.",2025-01-18,2025-02-06,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '118.178.89.212'],IPv4-Addr,,,,
49.232.90.121,ssl.cert.serial:146473198,Cobalt Strike C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,China,"Tencent cloud computing (Beijing) Co., Ltd.",Shenzhen Tencent Computer Systems Company Limited,2025-01-17,2025-02-06,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '49.232.90.121'],IPv4-Addr,,,,
51.143.219.92,ssl.cert.serial:146473198,Cobalt Strike C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,United Kingdom,Microsoft Limited UK,Microsoft Corporation,2025-01-14,2025-02-06,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '51.143.219.92'],IPv4-Addr,,,,
148.66.22.198,ssl.cert.serial:146473198,Cobalt Strike C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,Hong Kong,SIMCENTRIC-HK NETBLOCK,Netsec Limited,2025-01-13,2025-02-06,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '148.66.22.198'],IPv4-Addr,,,,
1.94.37.223,ssl.cert.serial:146473198,Cobalt Strike C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,China,"Beijing Teletron Telecom Engineering Co., Ltd.",Huawei Cloud Service data center,2025-01-12,2025-02-06,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '1.94.37.223'],IPv4-Addr,ecs-1-94-37-223.compute.hwclouds-dns.com,ecs-1-94-37-223.compute.hwclouds-dns.com,,
47.98.154.34,ssl.cert.serial:146473198,Cobalt Strike C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,10443,China,"Aliyun Computing Co., LTD","Hangzhou Alibaba Advertising Co.,Ltd.",2025-01-11,2025-02-06,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '47.98.154.34'],IPv4-Addr,,,,
45.45.218.226,ssl.cert.serial:146473198,Cobalt Strike C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,United States,HostHatch LLC,"HostHatch, LLC",2025-01-10,2025-02-06,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '45.45.218.226'],IPv4-Addr,,,,
47.76.71.246,ssl.cert.serial:146473198,Cobalt Strike C2_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,Hong Kong,Alibaba Cloud - HK,"Alibaba (US) Technology Co., Ltd.",2025-01-10,2025-02-06,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '47.76.71.246'],IPv4-Addr,,,,
114.132.252.93,hash:-2007783223 port:50050,Cobalt Strike C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,50050,China,"Tencent cloud computing (Beijing) Co., Ltd.",Shenzhen Tencent Computer Systems Company Limited,2025-02-05,2025-02-06,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '114.132.252.93'],IPv4-Addr,,,,
47.109.77.180,hash:-2007783223 port:50050,Cobalt Strike C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,50050,China,"Aliyun Computing Co., LTD","Hangzhou Alibaba Advertising Co.,Ltd.",2025-02-05,2025-02-06,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '47.109.77.180'],IPv4-Addr,,,,
111.230.62.154,hash:-2007783223 port:50050,Cobalt Strike C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,50050,China,"Tencent cloud computing (Beijing) Co., Ltd.",Shenzhen Tencent Computer Systems Company Limited,2025-02-05,2025-02-06,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '111.230.62.154'],IPv4-Addr,,,,
47.120.25.38,hash:-2007783223 port:50050,Cobalt Strike C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,50050,China,"Aliyun Computing Co., LTD","Hangzhou Alibaba Advertising Co.,Ltd.",2025-02-05,2025-02-06,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '47.120.25.38'],IPv4-Addr,,,,
101.43.42.134,hash:-2007783223 port:50050,Cobalt Strike C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,50050,China,"Tencent Cloud Computing (Beijing) Co., Ltd",Shenzhen Tencent Computer Systems Company Limited,2025-02-04,2025-02-06,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '101.43.42.134'],IPv4-Addr,,,,
