ip,query,malware_name,tag,tag1,tag2,tag3,tag4,tag5,port,country,org,isp,first_seen,last_seen,projectlabel,labelcolour,pattern type,pattern,main observable type,hostname,hostname1,hostname2,hostname3
16.171.150.224,product:Havoc,Havoc C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,9443,Sweden,Amazon Data Services Sweden,"Amazon.com, Inc.",2025-02-15,2025-02-15,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '16.171.150.224'],IPv4-Addr,ec2-16-171-150-224.eu-north-1.compute.amazonaws.com,ec2-16-171-150-224.eu-north-1.compute.amazonaws.com,,
5.230.75.247,product:Havoc,Havoc C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,Germany,GHOSTnet Network used for VPS Hosting Services,GHOSTnet GmbH,2025-02-09,2025-02-15,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '5.230.75.247'],IPv4-Addr,placeholder.noezserver.de,placeholder.noezserver.de,,
121.36.198.211,product:Havoc,Havoc C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,China,Huawei Public Cloud Service (Huawei Software Technologies Ltd.Co),Huawei Cloud Service data center,2025-02-15,2025-02-15,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '121.36.198.211'],IPv4-Addr,ecs-121-36-198-211.compute.hwclouds-dns.com,ecs-121-36-198-211.compute.hwclouds-dns.com,,
66.78.40.166,product:Havoc,Havoc C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,United States,Aokigahara SRL,Aokigahara SRL,2025-02-15,2025-02-15,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '66.78.40.166'],IPv4-Addr,,,,
45.89.126.26,product:Havoc,Havoc C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,Germany,Mo's Operations GmbH,Dominic Scholz trading as ITP-Solutions GmbH & Co. KG,2025-02-15,2025-02-15,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '45.89.126.26'],IPv4-Addr,engraver-online.de,engraver-online.de,,
13.231.152.17,product:Havoc,Havoc C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,Japan,Amazon Data Services Japan,"Amazon.com, Inc.",2025-02-15,2025-02-15,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '13.231.152.17'],IPv4-Addr,ec2-13-231-152-17.ap-northeast-1.compute.amazonaws.com,ec2-13-231-152-17.ap-northeast-1.compute.amazonaws.com,,
49.232.86.118,product:Havoc,Havoc C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,China,"Tencent cloud computing (Beijing) Co., Ltd.",Shenzhen Tencent Computer Systems Company Limited,2025-02-15,2025-02-15,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '49.232.86.118'],IPv4-Addr,,,,
51.178.83.13,product:Havoc,Havoc C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,France,OVH SAS,OVH SAS,2025-02-15,2025-02-15,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '51.178.83.13'],IPv4-Addr,vps-6cefb42d.vps.ovh.net,vps-6cefb42d.vps.ovh.net,,
57.129.16.213,product:Havoc,Havoc C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,Germany,OVH GmbH,OVH SAS,2025-02-15,2025-02-15,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '57.129.16.213'],IPv4-Addr,vps-22ee9484.vps.ovh.net,vps-22ee9484.vps.ovh.net,,
62.68.75.16,product:Havoc,Havoc C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,Germany,Cloud Center GmbH,"Oliver Horscht is trading as ""SYNLINQ""",2025-01-31,2025-02-15,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '62.68.75.16'],IPv4-Addr,42211-12936.pph-server.de,42211-12936.pph-server.de,,
34.229.143.231,product:Havoc,Havoc C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,United States,Amazon Technologies Inc.,"Amazon.com, Inc.",2025-02-07,2025-02-15,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '34.229.143.231'],IPv4-Addr,ec2-34-229-143-231.compute-1.amazonaws.com,ec2-34-229-143-231.compute-1.amazonaws.com,,
45.154.98.173,product:Havoc,Havoc C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,Netherlands,1337 Services GmbH,1337 Services GmbH,2025-02-15,2025-02-15,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '45.154.98.173'],IPv4-Addr,45.154.98.173.powered.by.rdp.sh,45.154.98.173.powered.by.rdp.sh,,
138.197.105.230,product:Havoc,Havoc C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,United States,"DigitalOcean, LLC","DigitalOcean, LLC",2025-02-15,2025-02-15,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '138.197.105.230'],IPv4-Addr,,,,
43.154.250.187,product:Havoc,Havoc C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,Hong Kong,"Asia Pacific Network Information Center, Pty. Ltd.","Tencent Building, Kejizhongyi Avenue",2025-02-15,2025-02-15,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '43.154.250.187'],IPv4-Addr,,,,
46.38.233.113,product:Havoc,Havoc C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,Germany,netcup GmbH,netcup GmbH,2025-02-15,2025-02-15,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '46.38.233.113'],IPv4-Addr,v2202409234927287665.happysrv.de,v2202409234927287665.happysrv.de,,
164.92.79.49,product:Havoc,Havoc C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,United States,"DigitalOcean, LLC","DigitalOcean, LLC",2025-02-15,2025-02-15,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '164.92.79.49'],IPv4-Addr,app.feds.cat,app.feds.cat,,
23.184.48.4,product:Havoc,Havoc C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,United States,IncogNet LLC,IncogNET LLC,2025-02-15,2025-02-15,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '23.184.48.4'],IPv4-Addr,srv-bvnH7S.incognet.io,srv-bvnH7S.incognet.io,,
72.145.5.203,product:Havoc,Havoc C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,80,Ireland,Microsoft Corporation,Microsoft Corporation,2025-02-15,2025-02-15,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '72.145.5.203'],IPv4-Addr,,,,
209.38.136.123,product:Havoc,Havoc C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,80,United States,"DigitalOcean, LLC","DigitalOcean, LLC",2025-02-15,2025-02-15,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '209.38.136.123'],IPv4-Addr,,,,
51.89.22.146,product:Havoc,Havoc C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,8443,Germany,OVH GmbH,OVH SAS,2025-02-15,2025-02-15,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '51.89.22.146'],IPv4-Addr,vps-12c58614.vps.ovh.net,vps-12c58614.vps.ovh.net,,
188.68.229.55,product:Havoc,Havoc C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,8001,Poland,Sprint Data Center Customer,"""SPRINT"" S.A.",2025-02-14,2025-02-15,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '188.68.229.55'],IPv4-Addr,n8229h55.sprintdatacenter.net,n8229h55.sprintdatacenter.net,,
23.227.202.132,product:Havoc,Havoc C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,7443,United States,Hivelocity Ventures Corp,"HIVELOCITY, Inc.",2025-02-15,2025-02-15,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '23.227.202.132'],IPv4-Addr,23-227-202-132.static.hvvc.us,23-227-202-132.static.hvvc.us,,
146.70.158.85,product:Havoc,Havoc C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,7443,France,M247 LTD Paris Infrastructure,M247 Europe SRL,2025-02-15,2025-02-15,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '146.70.158.85'],IPv4-Addr,,,,
80.78.26.81,product:Havoc,Havoc C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,Sweden,ab stract ltd,ab stract ltd,2025-02-15,2025-02-15,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '80.78.26.81'],IPv4-Addr,504e1a51.host.njalla.net,504e1a51.host.njalla.net,,
23.227.203.225,product:Havoc,Havoc C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,10443,United States,Hivelocity Ventures Corp,"HIVELOCITY, Inc.",2025-02-15,2025-02-15,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '23.227.203.225'],IPv4-Addr,23-227-203-225.static.hvvc.us,23-227-203-225.static.hvvc.us,,
212.46.38.224,product:Havoc,Havoc C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,Spain,BlueVPS OU,BlueVPS OU,2025-02-15,2025-02-15,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '212.46.38.224'],IPv4-Addr,0puy90q6qu.avellanus.com,0puy90q6qu.avellanus.com,,
185.10.68.146,product:Havoc,Havoc C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,Romania,FlokiNET ehf,FlokiNET ehf,2025-02-15,2025-02-15,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '185.10.68.146'],IPv4-Addr,146.68.10.185.ro.ovo.sc,146.68.10.185.ro.ovo.sc,,
121.41.130.182,product:Havoc,Havoc C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,China,"Aliyun Computing Co., LTD","Hangzhou Alibaba Advertising Co.,Ltd.",2025-02-15,2025-02-15,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '121.41.130.182'],IPv4-Addr,,,,
1.94.254.230,product:Havoc,Havoc C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,8080,China,"Beijing Teletron Telecom Engineering Co., Ltd.",Huawei Cloud Service data center,2025-01-20,2025-02-15,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '1.94.254.230'],IPv4-Addr,ecs-1-94-254-230.compute.hwclouds-dns.com,ecs-1-94-254-230.compute.hwclouds-dns.com,,
209.74.66.221,product:Havoc,Havoc C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,80,United States,"Namecheap, Inc.","Namecheap, Inc.",2025-01-25,2025-02-15,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '209.74.66.221'],IPv4-Addr,helplessness-philoxygenous.vpsrdns.web-hosting.com,helplessness-philoxygenous.vpsrdns.web-hosting.com,,
161.35.239.147,product:Havoc,Havoc C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,United States,"DigitalOcean, LLC","DigitalOcean, LLC",2025-02-14,2025-02-15,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '161.35.239.147'],IPv4-Addr,h1.redethics.es,h1.redethics.es,,
178.255.222.6,product:Havoc,Havoc C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,Netherlands,as56971 network,CGI GLOBAL LIMITED,2025-02-14,2025-02-15,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '178.255.222.6'],IPv4-Addr,,,,
179.60.150.151,product:Havoc,Havoc C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,Germany,MAXWELL GROUP LTD,Layer7 Networks GmbH,2025-02-14,2025-02-15,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '179.60.150.151'],IPv4-Addr,,,,
50.85.82.218,product:Havoc,Havoc C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,Netherlands,Microsoft Limited,Microsoft Corporation,2025-02-14,2025-02-15,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '50.85.82.218'],IPv4-Addr,,,,
85.10.144.98,product:Havoc,Havoc C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,Netherlands,Signet B.V.,Signet B.V.,2025-02-14,2025-02-15,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '85.10.144.98'],IPv4-Addr,85-10-144-98.colo.transip.net,85-10-144-98.colo.transip.net,,
81.161.238.253,product:Havoc,Havoc C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,Netherlands,Nybula LLC,Nybula LLC,2025-02-13,2025-02-15,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '81.161.238.253'],IPv4-Addr,,,,
210.2.169.247,product:Havoc,Havoc C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,Pakistan,LINKdotNET Telecom Limited,LINKdotNET Telecom Limited,2025-02-12,2025-02-15,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '210.2.169.247'],IPv4-Addr,static-host210-2-169-247.link.net.pk,static-host210-2-169-247.link.net.pk,,
103.82.101.180,product:Havoc,Havoc C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,France,Melbikomas UAB,Melbikomas UAB,2025-02-12,2025-02-15,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '103.82.101.180'],IPv4-Addr,reserved.vm,reserved.vm,,
159.65.230.103,product:Havoc,Havoc C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,80,United States,"DigitalOcean, LLC","DigitalOcean, LLC",2025-02-12,2025-02-15,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '159.65.230.103'],IPv4-Addr,market-streams.com,market-streams.com,,
147.45.78.188,product:Havoc,Havoc C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,80,United States,Aeza International LTD,AEZA INTERNATIONAL LTD,2025-02-11,2025-02-15,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '147.45.78.188'],IPv4-Addr,,,,
159.65.29.33,product:Havoc,Havoc C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,United Kingdom,"DigitalOcean, LLC","DigitalOcean, LLC",2025-02-11,2025-02-15,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '159.65.29.33'],IPv4-Addr,,,,
88.119.169.197,product:Havoc,Havoc C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,Netherlands,"Informacines sistemos ir technologijos, UAB","Informacines sistemos ir technologijos, UAB",2025-02-10,2025-02-15,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '88.119.169.197'],IPv4-Addr,Victor,Victor,,
40.68.206.54,product:Havoc,Havoc C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,80,Netherlands,Microsoft Corporation,Microsoft Corporation,2025-02-10,2025-02-15,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '40.68.206.54'],IPv4-Addr,,,,
165.227.81.186,product:Havoc,Havoc C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,4433,United States,"DigitalOcean, LLC","DigitalOcean, LLC",2025-02-07,2025-02-15,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '165.227.81.186'],IPv4-Addr,,,,
103.179.191.112,product:Havoc,Havoc C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,4433,Viet Nam,Gio Bien Technology Service Company Limited,NhanHoa Software company,2025-02-07,2025-02-15,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '103.179.191.112'],IPv4-Addr,,,,
45.141.177.4,product:Havoc,Havoc C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,7443,Netherlands,RapidSeedbox Ltd,PSB HOSTING LTD,2025-02-06,2025-02-15,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '45.141.177.4'],IPv4-Addr,,,,
103.152.255.69,product:Havoc,Havoc C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,80,Pakistan,Nexus Technologies Private Limited,Multinet Broadband,2025-02-06,2025-02-15,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '103.152.255.69'],IPv4-Addr,,,,
193.149.189.27,product:Havoc,Havoc C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,United Kingdom,BL Networks,BL Networks,2025-02-04,2025-02-15,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '193.149.189.27'],IPv4-Addr,,,,
91.206.14.228,product:Havoc,Havoc C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,8989,Russian Federation,Selectel Network,JSC Selectel,2025-02-06,2025-02-15,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '91.206.14.228'],IPv4-Addr,,,,
45.94.209.210,product:Havoc,Havoc C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,Germany,Contabo GmbH,Contabo GmbH,2025-02-05,2025-02-15,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '45.94.209.210'],IPv4-Addr,vmi1920464.contaboserver.net,vmi1920464.contaboserver.net,,
31.59.186.9,product:Havoc,Havoc C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,Netherlands,AstralHost,Sochan Serafino trading as AstralHost,2025-02-05,2025-02-15,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '31.59.186.9'],IPv4-Addr,hosted-by.astralhost.cloud,hosted-by.astralhost.cloud,,
129.148.50.133,product:Havoc,Havoc C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,Brazil,Oracle Corporation,Oracle Corporation,2025-02-01,2025-02-15,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '129.148.50.133'],IPv4-Addr,,,,
20.51.213.216,product:Havoc,Havoc C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,United States,Microsoft Corporation,Microsoft Corporation,2025-01-30,2025-02-15,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '20.51.213.216'],IPv4-Addr,,,,
31.220.80.82,product:Havoc,Havoc C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,Germany,Contabo GmbH,Contabo GmbH,2025-01-30,2025-02-15,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '31.220.80.82'],IPv4-Addr,vmi1217242.contaboserver.net,vmi1217242.contaboserver.net,,
172.208.106.5,product:Havoc,Havoc C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,United States,Microsoft Limited,Microsoft Corporation,2025-01-28,2025-02-15,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '172.208.106.5'],IPv4-Addr,,,,
45.159.208.173,product:Havoc,Havoc C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,United States,as56971 network,CGI GLOBAL LIMITED,2025-01-27,2025-02-15,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '45.159.208.173'],IPv4-Addr,,,,
195.133.51.108,product:Havoc,Havoc C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,Slovakia,Root Localhost LLC,Root Localhost LLC,2025-01-26,2025-02-15,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '195.133.51.108'],IPv4-Addr,vm32119.cloud.westhostcustoms.com,vm32119.cloud.westhostcustoms.com,,
213.252.232.209,product:Havoc,Havoc C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,United Kingdom,"Informacines sistemos ir technologijos, UAB","Informacines sistemos ir technologijos, UAB",2025-01-26,2025-02-15,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '213.252.232.209'],IPv4-Addr,23736-47762.bacloud.info,23736-47762.bacloud.info,,
157.90.111.39,product:Havoc,Havoc C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,81,Germany,Hetzner Online GmbH,Hetzner Online GmbH,2025-01-26,2025-02-15,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '157.90.111.39'],IPv4-Addr,static.39.111.90.157.clients.your-server.de,static.39.111.90.157.clients.your-server.de,,
72.5.42.220,product:Havoc,Havoc C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,Romania,BL Networks,BL Networks,2025-01-25,2025-02-15,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '72.5.42.220'],IPv4-Addr,,,,
163.172.234.8,product:Havoc,Havoc C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,France,"Scaleway Dedibox - Paris, France",SCALEWAY S.A.S.,2025-01-24,2025-02-15,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '163.172.234.8'],IPv4-Addr,mta1.onetwoweb.fr,mta1.onetwoweb.fr,,
52.215.25.229,product:Havoc,Havoc C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,Ireland,Amazon Data Services Ireland Limited,"Amazon.com, Inc.",2025-01-24,2025-02-15,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '52.215.25.229'],IPv4-Addr,"hvc.adcsa-aero.online,ec2-52-215-25-229.eu-west-1.compute.amazonaws.com",hvc.adcsa-aero.online,ec2-52-215-25-229.eu-west-1.compute.amazonaws.com,
201.27.179.164,product:Havoc,Havoc C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,8081,Brazil,TELEFÔNICA BRASIL S.A,TELEFÔNICA BRASIL S.A,2025-01-23,2025-02-15,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '201.27.179.164'],IPv4-Addr,201-27-179-164.dsl.telesp.net.br,201-27-179-164.dsl.telesp.net.br,,
8.219.86.28,product:Havoc,Havoc C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,8880,Singapore,Alibaba Cloud (Singapore) Private Limited,"Alibaba (US) Technology Co., Ltd.",2025-01-21,2025-02-15,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '8.219.86.28'],IPv4-Addr,,,,
195.85.115.95,product:Havoc,Havoc C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,United Kingdom,BL Networks,BL Networks,2025-01-19,2025-02-15,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '195.85.115.95'],IPv4-Addr,,,,
165.22.250.3,product:Havoc,Havoc C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,Singapore,"DigitalOcean, LLC","DigitalOcean, LLC",2025-01-18,2025-02-15,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '165.22.250.3'],IPv4-Addr,,,,
8.219.50.196,product:Havoc,Havoc C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,Singapore,Alibaba Cloud (Singapore) Private Limited,"Alibaba (US) Technology Co., Ltd.",2025-01-17,2025-02-15,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '8.219.50.196'],IPv4-Addr,,,,
23.227.203.210,product:Havoc,Havoc C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,7443,United States,Hivelocity Ventures Corp,"HIVELOCITY, Inc.",2025-01-16,2025-02-15,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '23.227.203.210'],IPv4-Addr,23-227-203-210.static.hvvc.us,23-227-203-210.static.hvvc.us,,
165.227.237.151,product:Havoc,Havoc C2_2,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,United Kingdom,"DigitalOcean, LLC","DigitalOcean, LLC",2025-01-16,2025-02-15,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '165.227.237.151'],IPv4-Addr,,,,
178.156.155.108,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,United States,Hetzner Online GmbH,Hetzner Online GmbH,2025-02-15,2025-02-15,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '178.156.155.108'],IPv4-Addr,gophish-nk6sh-u31920.vm.elestio.app,gophish-nk6sh-u31920.vm.elestio.app,,
212.44.236.195,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,France,Internet Access and Hosting Provider,OC3 NETWORK SAS,2025-02-15,2025-02-15,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '212.44.236.195'],IPv4-Addr,services.line.pm,services.line.pm,,
34.212.29.88,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",IOA,Lab,Monty,,,443,United States,Amazon Technologies Inc.,"Amazon.com, Inc.",2025-02-15,2025-02-15,CTI-IOA,#0020FF,stix,[ipv4-addr:value = '34.212.29.88'],IPv4-Addr,"ec2-34-212-29-88.us-west-2.compute.amazonaws.com,bigdataboxoffice.com",ec2-34-212-29-88.us-west-2.compute.amazonaws.com,bigdataboxoffice.com,
